name,studentId,major,email,nationality,homeLand,score,gender
Dakota Yamamoto,S835477,Law(Pre-Law),hello_embercore@live.com,BurkinaFaso,2,64,0
Ning Kumar,S116305,BusinessAdministration,info_silverhawk@zoho.com,Congo(Republic),0,33,1
Sage Rashid,S319784,InternationalRelations,auroraforge.help@gmail.com,Grenada,1,55,1
Dmitri Sun,S538528,FineArts,ironclad_labs@aol.com,Congo(Republic),0,71,0
Zahara Reyes,S281408,History,inquiry_elysium@zoho.com,Iceland,0,53,1
Somchai Andersen,S925484,RealEstateManagement,tech_flux@icloud.com,Germany,1,47,0
Giulia Ortiz,S437186,GraphicDesign,help_nexus@outlook.com,Botswana,1,68,0
Matthew Agarwal,S935837,Nursing,support_nexa@aol.com,Cuba,1,17,0
Ahmed Nikolaidis,S695423,GraphicDesign,sales_flux@yahoo.com,Eswatini,2,68,1
Nao Kato,S533273,Economics,service_luminary@zoho.com,Congo(DemocraticRepublic),2,38,1
Léa Choudhury,S342022,SocialWork,info_stellar@zoho.com,Cyprus,2,58,1
Andrew Levy,S353300,InternationalRelations,admin_zenith@hotmail.com,Finland,2,56,1
Lan Rao,S11736,Linguistics,query_aurora@yandex.com,Hungary,2,54,1
Ji-woo Lee,S926211,Biology,help_eclipse@outlook.com,Finland,2,10,0
Hiroshi Dubois,S641625,FashionDesign,helpdesk_echelon@yahoo.com,Ethiopia,0,73,0
Olivia Miller,S738485,Psychology,info_silverhawk@zoho.com,China,2,48,1
Finley Mensah,S543409,RenewableEnergyEngineering,feedback_ironwave@msn.com,Grenada,1,86,1
Yui Bernard,S762513,Nursing,info_stellar@zoho.com,Cyprus,2,17,0
Amara García,S7279,Education(Primary/Secondary),hello_zenith@live.com,Denmark,1,65,1
Dakota Pham,S660824,Kinesiology,admin_vexelon@hotmail.com,Congo(DemocraticRepublic),2,24,1
Anika Papadopoulos,S959164,GameDesign,help_zenith@outlook.com,Finland,2,80,0
Meera Kato,S473010,FineArts,ironclad_labs@aol.com,Brazil,2,70,1
Yuna Abebe,S794734,UX/UIDesign,tech_stellar@icloud.com,Djibouti,2,91,0
Hua Jain,S801299,Dentistry(Pre-Dental),hello_vireoworks@live.com,Cameroon,0,21,1
Eleni Ramírez,S437063,Entrepreneurship,help_stellar@outlook.com,Canada,1,39,0
Nikos Reyes,S430434,Linguistics,silverhawk_sales@aol.com,Comoros,1,54,1
Ravi Thomas,S475747,Biotechnology,auroraforge.help@gmail.com,Denmark,1,32,1
Skyler Dubois,S890003,Physiotherapy,hello_zenith@live.com,Colombia,0,29,0
Louis Visser,S214480,Archaeology,hello_zenith@live.com,France,0,61,0
Ibrahim Young,S821415,Dentistry(Pre-Dental),info_cobalt@zoho.com,Congo(Republic),0,22,1
Yuto Sato,S181807,Nursing,contact_nexa@yandex.com,DominicanRepublic,1,17,1
Malik Katz,S548591,Anthropology,contact_vivid@yandex.com,CaboVerde,1,51,0
Arjun Xu,S180182,RealEstateManagement,help_nebulaforge@outlook.com,Cameroon,0,47,0
Isaac Nielsen,S649069,Genetics,hello_vireoworks@live.com,CaboVerde,1,27,0
Olivia Keita,S713451,Law(Pre-Law),media_flux@protonmail.com,Estonia,1,64,1
Idris Dimitriou,S104843,EnvironmentalEngineering,sales_nexus@yahoo.com,Fiji,1,3,0
Sarah Reyes,S857746,Film&MediaStudies,info_eclipse@zoho.com,Dominica,0,71,0
Nadia Vasiliou,S597598,Philosophy,novaflux.support@outlook.com,Ethiopia,0,54,0
Yue Reyes,S470334,Chemistry,media_orionis@protonmail.com,Georgia,0,8,0
Amara Johnson,S637968,Photography,service_zephyr@msn.com,Germany,1,82,0
Takumi Georgiou,S818737,Accounting,media_crimson@protonmail.com,Canada,1,36,0
Pooja Yang,S38936,IndustrialDesign,admin_cobaltreach@zoho.com,Estonia,1,73,1
Hui Rashid,S206588,RealEstateManagement,sunrise_engineering@yandex.com,Cambodia,2,46,0
Katarzyna Toure,S631855,HumanResourcesManagement,media_eclipse@protonmail.com,Bolivia,2,43,1
Priya Martin,S148174,Kinesiology,admin_cobaltreach@zoho.com,Cyprus,2,24,1
Ibrahim Ferrari,S875034,RenewableEnergyEngineering,support_quantumcore@icloud.com,Georgia,0,86,0
Chidi Vasiliou,S961836,SocialWork,contact_nexa@yandex.com,Cambodia,2,59,0
Eleni Kim,S52456,SocialWork,query_aurora@yandex.com,Belize,2,58,1
Daiki Takahashi,S174916,Dentistry(Pre-Dental),help_orion@outlook.com,CostaRica,1,21,0
Taylor Yamada,S148926,History,feedback_terra@me.com,Chile,1,53,1
Nonglak Andersen,S931711,Nutrition&Dietetics,media_pyrexia@protonmail.com,Eswatini,2,24,0
Arjun Ramírez,S344163,ActuarialScience,info_stellar@zoho.com,Egypt,0,45,0
Rong Jansen,S857978,Kinesiology,techquery2023@gmail.com,CostaRica,1,25,0
Tereza Mehra,S195785,VeterinaryScience,contact_eclipse@yandex.com,EquatorialGuinea,2,22,1
Abigail Bakker,S780283,SpecialEducation,hello.vortexgrid@me.com,Ecuador,2,66,0
Takumi Thomas,S835195,CognitiveScience,service_zephyr@msn.com,ElSalvador,1,92,0
Rasha Ortiz,S428505,Archaeology,hello_zenith@live.com,Benin,0,61,1
Maria Pérez,S664552,Law(Pre-Law),feedback_eclipse@me.com,DominicanRepublic,1,65,0
Rasha Malhotra,S843892,Sociology,media_nexa@protonmail.com,Dominica,0,49,1
Sage Gutierrez,S496088,Film&MediaStudies,help_nexus@outlook.com,Congo(DemocraticRepublic),2,71,0
Ava Demir,S268722,Finance,media_orionis@protonmail.com,DominicanRepublic,1,34,0
Tao Rodríguez,S514592,PublicHealth,contact_iron@yandex.com,Ethiopia,0,21,0
Gang Mahmoud,S921529,Biochemistry,contact_stellar@yandex.com,Burundi,0,27,1
Kaito Jain,S133844,PublicHealth,media_eclipse@protonmail.com,Cuba,1,20,1
Yui Nikolaidis,S2263,Anthropology,sunrise_engineering@yandex.com,Brunei,0,51,0
Christopher Yilmaz,S675311,Dentistry(Pre-Dental),support_nexa@aol.com,EquatorialGuinea,2,21,0
Xiu Visser,S427555,Entrepreneurship,info_nexasphere@protonmail.com,Brunei,0,39,0
Yasin Li,S558787,Geology,hello_zenith@live.com,Canada,1,11,1
Christopher Hussein,S517476,Architecture,support_frostvale@live.com,Greece,0,69,1
Andriy Hu,S123451,FineArts,feedback_aurora@me.com,Estonia,1,71,1
Pooja Reddy,S368496,Law(Pre-Law),hello_infinitum@me.com,Congo(DemocraticRepublic),2,64,0
Anastasia Sato,S458059,Epidemiology,support_quantum@aol.com,Congo(DemocraticRepublic),2,28,0
Nabil Choi,S117617,GameDesign,sunrise_engineering@yandex.com,Ethiopia,0,81,1
Ning Rossi,S842447,Statistics,sales_nexus@yahoo.com,Cyprus,2,13,0
Sakura Abbas,S108663,Linguistics,info_crimson@zoho.com,Congo(Republic),0,55,0
Alex Kimura,S452322,Nutrition&Dietetics,info_flux@zoho.com,Fiji,1,23,0
Finley DeJong,S966051,GlobalHealth,sales_nexus@yahoo.com,Grenada,1,89,0
Li Kato,S883371,Linguistics,support_voltex@aol.com,Ecuador,2,54,1
Jamie Smirnov,S175059,EnvironmentalScience&Sustainability,support_stellar@aol.com,Eritrea,0,84,1
Wei Clark,S789329,Anthropology,tech_nexa@icloud.com,Congo(Republic),0,51,0
Tereza Russo,S644289,Entrepreneurship,stellarsky2024@msn.com,Chad,0,40,0
Kaito Le,S457722,Education(Primary/Secondary),info_summitaegis@aol.com,CaboVerde,1,65,1
Yasin Matsumoto,S906952,UrbanPlanning,media_echelon@protonmail.com,France,0,63,0
Louis Nkrumah,S686624,Pharmacy,hello_flux@live.com,Congo(Republic),0,18,1
Noura Jain,S596520,Hospitality&TourismManagement,tech_aurora@icloud.com,CostaRica,1,43,0
Sam Dubois,S907896,GraphicDesign,hello_zenith@live.com,Gambia,2,68,1
Tamar Sharma,S836957,Nutrition&Dietetics,hello_nexa@live.com,Chad,0,23,1
Rania Sánchez,S147895,Epidemiology,eclipse.designs@protonmail.com,Chile,1,29,1
Farid Zhu,S61814,Sociology,admin_zenith@hotmail.com,Guinea,0,49,0
Olga Yamamoto,S265950,Archaeology,service_phoenix@aol.com,Estonia,1,61,1
Amara Pham,S849083,Linguistics,sales_quantum@yahoo.com,France,0,55,1
Andrei DelaCruz,S869039,Geography,n.lee_consulting@yandex.com,Benin,0,62,1
Skyler Georgiou,S27812,Biochemistry,contact_apexion@outlook.com,Ecuador,2,26,0
Louis Kato,S244808,Theater&Drama,media_orionis@protonmail.com,Gabon,1,77,1
Samir Kato,S296621,Linguistics,sales_titan@yahoo.com,Czechia,0,55,0
Jasmin Keita,S88199,GraphicDesign,j.smith_45@yahoo.com,Colombia,0,68,1
Dewi Sánchez,S574298,DisasterManagement,media_quantum@protonmail.com,DominicanRepublic,1,95,1
Dmitri Rodríguez,S813550,InternationalRelations,sales_lumivault@yahoo.com,Cyprus,2,56,0
Aisha Cruz,S942337,SpecialEducation,support_stellar@aol.com,Dominica,0,67,1
João Thomas,S757392,EthicalAI&Policy,info_zenith@zoho.com,Finland,2,87,0
Aylin Bakker,S738379,Epidemiology,support_nexorium@aol.com,CentralAfricanRepublic,2,28,0
Budi Anderson,S529807,FineArts,helpdesk_echelon@yahoo.com,Estonia,1,70,1
Jordan Watanabe,S544395,Animation&DigitalArts,help_nexus@outlook.com,Gabon,1,80,0
Erik Yang,S217617,ActuarialScience,jameson.tech@outlook.com,Botswana,1,45,0
Quinn Sethi,S821482,Psychology,info_eclipse@zoho.com,Dominica,0,47,1
Tao Al-Farsi,S638634,Philosophy,help_eclipse@outlook.com,Cuba,1,54,1
Kaito DelaCruz,S130249,Criminology,contact_vivid@yandex.com,Croatia,0,58,0
João Mehra,S319437,Linguistics,contact_stellar@yandex.com,Benin,0,55,0
Hassan Petrov,S240242,Education(Primary/Secondary),admin_zenith@hotmail.com,Indonesia,2,66,1
Isaac González,S707544,GenderStudies,t.zhang_services@me.com,Canada,1,60,0
Miriam Thomas,S459995,FashionDesign,feedback_zenith@me.com,Estonia,1,73,0
Yui Sasaki,S147875,Film&MediaStudies,service_stellar@msn.com,Canada,1,71,0
Xin Williams,S153307,RenewableEnergyEngineering,feedback_eclipse@me.com,Chad,0,86,0
Marco Cruz,S221097,Criminology,sales_titan@yahoo.com,Greece,0,58,1
Priya Yamamoto,S956778,Criminology,contact_vivid@yandex.com,Egypt,0,57,0
Takumi Pérez,S905847,Criminology,support_nexorium@aol.com,BurkinaFaso,2,57,0
João Müller,S577138,Psychology,eclipse.designs@protonmail.com,Comoros,1,47,0
Yui Jansen,S276180,Architecture,tech_pinnacle@yahoo.com,Colombia,0,69,1
Inês Sow,S996086,ForensicScience,info_cobalt@zoho.com,Gambia,2,93,0
Ryota González,S615148,UrbanPlanning,media_quantum@protonmail.com,Bulgaria,1,63,0
Finley Martin,S472171,BiomedicalEngineering,contact_stellar@yandex.com,Gabon,1,1,0
Yuna Rao,S165606,Law(Pre-Law),stellarsky2024@msn.com,CentralAfricanRepublic,2,65,1
Mei Nkrumah,S798005,Biochemistry,query.nexorium@zoho.com,CentralAfricanRepublic,2,27,1
Nao Johansen,S963081,Nutrition&Dietetics,sales_nexus@yahoo.com,Dominica,0,23,1
Rania Çelik,S602879,SupplyChainManagement,admin_nexa@hotmail.com,ElSalvador,1,41,1
Alistair Sethi,S312382,Archaeology,contact_eclipse@yandex.com,Egypt,0,61,0
Khalid Watanabe,S828121,OccupationalTherapy,tech_cerulean@icloud.com,China,2,31,0
Li Mahmoud,S424772,BusinessAdministration,info_nexasphere@protonmail.com,Cambodia,2,33,0
Arlo Hansen,S992059,Archaeology,admin_stellar@hotmail.com,Honduras,1,61,1
Rohan Anderson,S24270,SocialWork,info_cobalt@zoho.com,Ecuador,2,59,1
Pooja Volkov,S673050,MarineBiology,feedback_terra@msn.com,Côted'Ivoire,2,97,1
Farid Gupta,S746006,Animation&DigitalArts,service_nexa@msn.com,Gabon,1,79,1
Amara Hassan,S877882,Education(Primary/Secondary),info_summitaegis@aol.com,Georgia,0,65,0
Tamar Ferrari,S792860,Sociology,support_voltex@aol.com,China,2,48,1
Farid Zhu,S388320,Nutrition&Dietetics,help_terra@icloud.com,Gabon,1,24,1
Anna Li,S873060,History,service_nexus@msn.com,Comoros,1,52,1
Sakura Bello,S628798,Physics,hello_infinitum@me.com,Fiji,1,6,0
Soren Anderson,S154015,History,service_phoenix@aol.com,France,0,53,0
Emerson Wilson,S556915,GlobalHealth,jameson.tech@outlook.com,Gambia,2,89,1
Maria Huang,S790971,Architecture,help_nexus@outlook.com,CentralAfricanRepublic,2,69,0
Jasmin Abebe,S791246,EthicalAI&Policy,sales_flux@yahoo.com,Egypt,0,86,1
Hui Rodríguez,S439117,IndustrialDesign,ironclad_labs@aol.com,Iceland,0,74,0
Asha Zhu,S436085,Hospitality&TourismManagement,media_orionis@protonmail.com,Congo(DemocraticRepublic),2,42,0
Ravi Zhou,S891757,InternationalRelations,media_crimson@protonmail.com,Congo(DemocraticRepublic),2,56,1
Yui Kuznetsov,S133632,Statistics,support_quantum@aol.com,Georgia,0,14,0
Siobhan Russo,S861076,Criminology,sales_titan@yahoo.com,Cyprus,2,58,0
Dakota Miller,S601710,CognitiveScience,service_ironclad@msn.com,Gabon,1,91,1
Rania Sethi,S812727,DisasterManagement,support_quantum@aol.com,Cuba,1,94,0
Rasha Xu,S489284,Law(Pre-Law),sales_flux@yahoo.com,China,2,64,1
Sakura Yamamoto,S135468,Film&MediaStudies,info_zenith@zoho.com,Gambia,2,72,0
Dewi Desai,S859671,Archaeology,admin_aurora@hotmail.com,Gabon,1,61,0
Sarah Ramos,S832577,Philosophy,jameson.tech@outlook.com,Colombia,0,54,0
Sage Rosenberg,S390235,SocialWork,sales_lumivault@yahoo.com,Denmark,1,59,1
Aditya Çelik,S932637,EthicalAI&Policy,webquery_obsidian@hotmail.com,Georgia,0,87,1
Rhys Martínez,S827669,Geography,service_nexa@msn.com,Comoros,1,61,1
Jasmin Müller,S588964,SpecialEducation,support_quantum@aol.com,China,2,67,1
Abigail Mahmoud,S354272,Education(Primary/Secondary),contact_vivid@yandex.com,Guinea-Bissau,1,65,1
Amina Rodríguez,S925093,OccupationalTherapy,feedback_terra@me.com,Côted'Ivoire,2,30,0
Neha Inoue,S25576,CreativeWriting,info_zenith@zoho.com,Georgia,0,78,1
Robin Miller,S507426,Law(Pre-Law),moonlightstudio@protonmail.com,Egypt,0,65,1
Neha Arslan,S751935,RealEstateManagement,admin_zenith@hotmail.com,BurkinaFaso,2,46,1
Jun Taylor,S328902,SpecialEducation,contact_stellar@yandex.com,Côted'Ivoire,2,67,1
Finley Martínez,S820779,PoliticalScience,n.lee_consulting@yandex.com,Czechia,0,50,1
Casey Vasiliou,S722552,Hospitality&TourismManagement,hello_zenith@live.com,Czechia,0,43,1
Leilani Choudhury,S89730,BusinessAdministration,tech_pinnacle@yahoo.com,Botswana,1,33,1
Takumi Vasiliou,S545072,PoliticalScience,sales_lumivault@yahoo.com,Chad,0,50,1
Ali Volkov,S598245,SocialWork,service_quantum@msn.com,CostaRica,1,58,0
Khalid Martínez,S784238,HumanResourcesManagement,tech_aurora@icloud.com,CentralAfricanRepublic,2,44,0
Mio Levy,S786493,Animation&DigitalArts,contact_quantum@yandex.com,CostaRica,1,80,0
Dakota Dimitriou,S54606,Biology,contact_nexa@yandex.com,Gambia,2,10,0
Fatima Martin,S142058,ForensicScience,help_nebulaforge@outlook.com,Eritrea,0,93,0
Koa Anderson,S740322,Psychology,tech_nexa@icloud.com,Georgia,0,47,1
Aisha Choudhury,S975566,Archaeology,info_silverhawk@zoho.com,Gabon,1,60,1
Maria Khan,S827807,Law(Pre-Law),contact_nexa@yandex.com,ElSalvador,1,65,0
Yusuf Kobayashi,S325086,HumanResourcesManagement,hello_flux@live.com,Ghana,2,43,1
Arjun Hansen,S522845,RenewableEnergyEngineering,help_quantum@outlook.com,Georgia,0,86,1
Yasin Hussein,S77954,SpecialEducation,hello_flux@live.com,Estonia,1,67,1
Finley Gupta,S345427,IndustrialDesign,service_quantum@msn.com,Comoros,1,74,1
Reza Dang,S790408,InternationalRelations,sales_nexus@yahoo.com,Congo(Republic),0,55,0
Lina Nkrumah,S612305,Nursing,feedback_eclipse@me.com,Fiji,1,18,0
Nao Pham,S343289,Criminology,jameson.tech@outlook.com,India,1,57,0
Kwame Zhou,S434217,IndustrialDesign,admin_zenith@hotmail.com,Grenada,1,74,1
David Malhotra,S409348,Psychology,feedback_stellar@me.com,Ghana,2,48,1
David Kobayashi,S360892,Physiotherapy,j.smith_45@yahoo.com,Djibouti,2,30,1
Ming Bernard,S18204,HumanResourcesManagement,help_terra@icloud.com,Djibouti,2,44,1
Riko Kumar,S406855,Criminology,admin_fluxion@hotmail.com,Brunei,0,57,0
Meera Smith,S674297,VeterinaryScience,hello_zenith@live.com,Burundi,0,23,1
Nao Xu,S739130,Law(Pre-Law),sunrise_engineering@yandex.com,CaboVerde,1,64,1
Amir Bernard,S753822,SpecialEducation,feedback_aurora@me.com,Cuba,1,67,1
Ingrid DeJong,S469251,Epidemiology,hello_vireoworks@live.com,China,2,28,0
Nonglak Johansen,S378397,Education(Primary/Secondary),media_flux@protonmail.com,Haiti,0,66,1
Zahara González,S60555,Hospitality&TourismManagement,media_flux@protonmail.com,Egypt,0,42,1
Yara Jung,S544758,ActuarialScience,admin_zenith@hotmail.com,Guyana,2,45,0
Emre Lewis,S310584,GenderStudies,media_astralink@icloud.com,Finland,2,60,0
Wei Hussein,S772963,GenderStudies,service_zephyr@msn.com,Guyana,2,59,1
Ping Gupta,S362651,PoliticalScience,hello_flux@live.com,Brazil,2,50,1
Carlos Kato,S930589,SocialWork,silverhawk_sales@aol.com,Côted'Ivoire,2,58,1
Andrei Chen,S801891,Hospitality&TourismManagement,info_stellar@zoho.com,Brunei,0,43,1
Zara Rossi,S402864,Geography,hello_flux@live.com,Gambia,2,62,1
Ali Romano,S296191,Linguistics,contact_quantum@yandex.com,Cambodia,2,55,1
Nikos Liu,S245061,Education(Primary/Secondary),t.zhang_services@me.com,Eswatini,2,66,1
Louis Goldberg,S654011,PublicHealth,media_eclipse@protonmail.com,CostaRica,1,20,0
Emi Williams,S522488,Photography,info_nexasphere@protonmail.com,Guyana,2,82,0
Ji-woo Bianchi,S982562,GraphicDesign,feedback_obsidian@me.com,Guatemala,2,67,0
Piotr Wu,S287442,Sociology,hello_embercore@live.com,Guyana,2,49,0
Budi Al-Mohammed,S350766,Education(Primary/Secondary),tech_stellar@icloud.com,Cyprus,2,66,0
Priya Yamada,S473969,PublicHealth,helpdesk_echelon@yahoo.com,EquatorialGuinea,2,20,0
Nikos González,S137558,EnvironmentalScience&Sustainability,feedback_stellar@me.com,Comoros,1,84,1
Finley Toure,S338481,Hospitality&TourismManagement,help_nexus@outlook.com,CentralAfricanRepublic,2,43,0
Dmitri García,S296276,PublicHealth,support_solstice@me.com,Ethiopia,0,20,0
Charlotte Nielsen,S689321,IndustrialDesign,info_zenith@zoho.com,Croatia,0,73,0
Christopher Ramírez,S684002,ActuarialScience,feedback_terra@me.com,Burundi,0,45,1
Ravi Reyes,S215073,GlobalHealth,help_terra@icloud.com,Cyprus,2,88,1
Mariam Clark,S699690,Sociology,eclipse.designs@protonmail.com,Brunei,0,48,1
Emily Clark,S449470,GraphicDesign,contact_stellar@yandex.com,Congo(DemocraticRepublic),2,67,1
Nonglak Hu,S326681,InternationalRelations,service_nexa@msn.com,CostaRica,1,56,0
Yui Müller,S167024,Archaeology,sales_aurora@yahoo.com,BurkinaFaso,2,61,1
Taylor Hall,S297236,Law(Pre-Law),service_luminary@zoho.com,ElSalvador,1,65,1
Erik Volkov,S145039,Animation&DigitalArts,feedback_zenith@me.com,Hungary,2,80,0
Anna Zhu,S758058,Philosophy,support_quantum@aol.com,Greece,0,53,1
Myra Hassan,S494330,Biotechnology,sunrise_engineering@yandex.com,CostaRica,1,32,1
Ethan Wong,S717953,Anthropology,help_nexus@outlook.com,BurkinaFaso,2,51,0
Aaron Martin,S859829,Medicine(Pre-Med),help_quantum@outlook.com,Estonia,1,16,1
Meera Patel,S485197,HumanResourcesManagement,support_nexa@aol.com,Cameroon,0,44,1
Yuto Dubois,S223973,History,info_crimson@zoho.com,Guatemala,2,52,1
Arjun Morales,S465645,GlobalHealth,media_eclipse@protonmail.com,Germany,1,88,0
Anastasia Rossi,S533940,Statistics,help_zenith@outlook.com,Croatia,0,14,0
Riko Martínez,S617879,ClimateScience,service_quantum@msn.com,Cuba,1,85,0
Kavita Herrera,S757599,GameDesign,hello_zenith@live.com,India,1,81,0
Amara Diallo,S642797,Entrepreneurship,admin_nexa@hotmail.com,Canada,1,39,1
Eero Arslan,S699726,Law(Pre-Law),hello_infinitum@me.com,ElSalvador,1,64,1
Hua Reyes,S57309,EnvironmentalScience&Sustainability,info_eclipse@zoho.com,Gambia,2,84,0
Arjun Wilson,S876198,Anthropology,n.lee_consulting@yandex.com,Bhutan,1,51,1
Arjun Al-Farsi,S158670,GenderStudies,luna.waves23@gmx.com,CaboVerde,1,60,0
Kwame Al-Mohammed,S899458,MusicPerformance/Theory,feedback_terra@me.com,France,0,76,0
Amir Arslan,S524420,Animation&DigitalArts,zephyron.help@icloud.com,India,1,79,1
Yui Reyes,S550489,Dentistry(Pre-Dental),admin_zenith@hotmail.com,Eswatini,2,21,0
Ling Rosenberg,S487069,Geography,contact_pulsewave@yandex.com,Brazil,2,62,0
Noura Wong,S81778,GenderStudies,support_quantum@aol.com,Germany,1,60,1
Eero Srishti,S306838,Theater&Drama,contact_nexa@yandex.com,Canada,1,78,1
Lina Russo,S477962,MusicPerformance/Theory,help_terra@icloud.com,Congo(DemocraticRepublic),2,77,0
Aylin Yilmaz,S963154,Law(Pre-Law),hello_vireoworks@live.com,CaboVerde,1,64,0
Emerson Clark,S942532,Kinesiology,support_stellar@aol.com,Brazil,2,25,0
Nadia Lewis,S544885,Education(Primary/Secondary),webquery_obsidian@hotmail.com,Denmark,1,66,0
Nao Volkov,S147317,Psychology,contact_stellar@yandex.com,Brunei,0,47,0
Laila Dimitriou,S477477,Geography,help_orion@outlook.com,Gambia,2,62,0
Gang Singh,S687154,CreativeWriting,hello_vireoworks@live.com,France,0,78,1
Sora Huang,S184446,Epidemiology,tech_astral@icloud.com,Chad,0,28,1
Nabil Tran,S796700,BusinessAdministration,support_zenith@aol.com,Congo(DemocraticRepublic),2,33,1
Sanjay Gutierrez,S811734,Medicine(Pre-Med),feedback_terra@msn.com,Dominica,0,17,0
Ming Abebe,S423819,Epidemiology,help_nexus@outlook.com,CaboVerde,1,29,1
Somchai García,S841907,Photography,media_eclipse@protonmail.com,EquatorialGuinea,2,83,0
Min-jun Yang,S805919,Economics,contact_zenithpulse@live.com,Côted'Ivoire,2,38,1
Tariq Sharma,S716175,Film&MediaStudies,hello_flux@live.com,Fiji,1,72,1
Diya Herrera,S182388,Psychology,feedback_aurora@me.com,Bulgaria,1,47,0
Daiki Flores,S231124,Sociology,feedback_aurora@me.com,Greece,0,48,0
Daiki Rashid,S155802,CreativeWriting,luna.waves23@gmx.com,CostaRica,1,79,0
Yuto Toure,S523011,History,support_zenith@aol.com,Canada,1,52,1
Mei Levy,S726699,PublicHealth,media_flux@protonmail.com,Chile,1,21,1
Yue Toure,S509948,MusicPerformance/Theory,query_aurora@yandex.com,EquatorialGuinea,2,76,1
Kavita Liu,S848646,CreativeWriting,jameson.tech@outlook.com,Germany,1,79,1
Nadia Kimura,S617865,MusicPerformance/Theory,media_echelon@protonmail.com,Comoros,1,77,1
Eszter Diallo,S722563,FashionDesign,service_stellar@msn.com,Brunei,0,73,0
Aisha Arslan,S310217,Pharmacy,media_eclipse@protonmail.com,Chile,1,19,1
Ji-woo Schmidt,S812789,InternationalBusiness,contact_quantum@yandex.com,Dominica,0,40,1
Sunita González,S684769,SupplyChainManagement,admin_zenith@hotmail.com,Congo(DemocraticRepublic),2,42,1
Ibrahim Zhou,S553387,Biochemistry,inquiry_elysium@zoho.com,Cambodia,2,26,1
Taylor Patel,S585407,GenderStudies,help_nebulaforge@outlook.com,ElSalvador,1,60,1
Aarav Matsumoto,S710938,Physics,media_eclipse@protonmail.com,Dominica,0,6,0
Emerson Mehra,S687403,PoliticalScience,help_quantum@outlook.com,Comoros,1,50,1
Isaac Davis,S7328,GenderStudies,media_quantum@protonmail.com,Djibouti,2,59,1
